image_path,label,source_folder
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k74iv47.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsr3h5u.ingestion-869d86b7d-zn824.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175407.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73pt6d.ingestion-65744cd868-lwb57.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsuc3vm.ingestion-869d86b7d-64979.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73ao6e.ingestion-65744cd868-wm6tc.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173934.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_180139_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175934.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k7499rl.ingestion-65744cd868-wm6tc.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_180112_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsuqr69.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsuckor.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jstqbnb.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173928.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73srs9.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73ohm0.ingestion-65744cd868-lwb57.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173516.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_2006.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173558.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_174300.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_174420.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173433.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsu6kvc.ingestion-869d86b7d-zn824.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsu4pi5.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73dt9f.ingestion-65744cd868-lwb57.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k743krr.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_180021.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k74eiq9.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_1920.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173608.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k7492j4.ingestion-65744cd868-lwb57.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_2061.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsuun8f.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_174417.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k739asm.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_1903.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_180113.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73q2s7.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_174724.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73sjpk.ingestion-65744cd868-wm6tc.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173544_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_2072.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jstv52r.ingestion-869d86b7d-64979.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_174424.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k749b25.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k743srd.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_1896.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsr85nq.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73mc5q.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_1938.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173603_2.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jstqfje.ingestion-869d86b7d-64979.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_2093.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175849_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173422_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175854.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173508.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73io9l.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173438_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k7477u9.ingestion-65744cd868-lwb57.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173628.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173658.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73f9lt.ingestion-65744cd868-lwb57.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k74ck7l.ingestion-65744cd868-wm6tc.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_174453.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k743e8k.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsup1n0.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175404.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175234_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.beef_fresh.jpg.6jspv79j.ingestion-869d86b7d-64979.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jstv27v.ingestion-869d86b7d-zn824.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsuv6di.ingestion-869d86b7d-zn824.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k74035g.ingestion-65744cd868-lwb57.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k738n71.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173624_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175936.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175611.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173434.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsrfp7t.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_1943.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k74ejvr.ingestion-65744cd868-lwb57.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175658.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_1911.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173445_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173423_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175655.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173437.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_1965.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsra1lp.ingestion-869d86b7d-zn824.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73v42q.ingestion-65744cd868-lwb57.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175847.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_2028.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73im6u.ingestion-65744cd868-wm6tc.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175439_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173703_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k74k5r5.ingestion-65744cd868-wm6tc.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73etit.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175910.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsujbo4.ingestion-869d86b7d-zn824.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175025.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173529.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsurojp.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsrmesg.ingestion-869d86b7d-zn824.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsup4b8.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsukj7o.ingestion-869d86b7d-64979.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73degb.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_2020.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173537.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173424_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsui1hb.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsrft2r.ingestion-869d86b7d-64979.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173557.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_180015.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175026_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k738csk.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173932.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_174815.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73bal1.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_180017.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173449.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsv0fr4.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k74cpf7.ingestion-65744cd868-lwb57.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173536.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_2013.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k749g7b.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_1927.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175816.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_174455.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsuja67.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73hjdi.ingestion-65744cd868-wm6tc.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175437.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_174448.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsu2eol.ingestion-869d86b7d-zn824.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_1901.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsua9b8.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_180140.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k739fir.ingestion-65744cd868-lwb57.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_2042.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k74favf.ingestion-65744cd868-lwb57.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73ipvr.ingestion-65744cd868-lwb57.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_174305.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_174943.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_2067.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175452.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173423.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k74abrh.ingestion-65744cd868-wm6tc.jpg,beef,Spoiled Beef
